From	Entry	Length	Entry Name	Taxonomic lineage	Signal peptide
P01148	P01148	92	GON1_HUMAN	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	"SIGNAL 1..23; /evidence=""ECO:0000269|PubMed:6760865"""
Q01965	Q01965	654	LY9_MOUSE	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Glires (no rank), Rodentia (order), Myomorpha (suborder), Muroidea (no rank), Muridae (family), Murinae (subfamily), Mus (genus), Mus (subgenus)	"SIGNAL 1..47; /evidence=""ECO:0000269|PubMed:1506686"""
Q8I817	Q8I817	88	ENTIC_APLCA	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Spiralia (no rank), Lophotrochozoa (no rank), Mollusca (phylum), Gastropoda (class), Heterobranchia (subclass), Euthyneura (no rank), Tectipleura (no rank), Aplysiida (order), Aplysioidea (superfamily), Aplysiidae (family), Aplysia (genus)	"SIGNAL 1..19; /evidence=""ECO:0000269|PubMed:17141371"""
Q8MMJ7	Q8MMJ7	68	NDB41_OPIMA	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Chelicerata (subphylum), Arachnida (class), Scorpiones (order), Iurida (parvorder), Scorpionoidea (superfamily), Hemiscorpiidae (family), Liochelinae (subfamily), Opisthacanthus (genus)	"SIGNAL 1..23; /evidence=""ECO:0000269|PubMed:11520071, ECO:0000269|PubMed:12054688"""
Q27309	Q27309	1782	VIT_BOMMO	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Mandibulata (no rank), Pancrustacea (no rank), Hexapoda (subphylum), Insecta (class), Dicondylia (no rank), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Amphiesmenoptera (superorder), Lepidoptera (order), Glossata (suborder), Neolepidoptera (infraorder), Heteroneura (parvorder), Ditrysia (no rank), Obtectomera (no rank), Bombycoidea (superfamily), Bombycidae (family), Bombycinae (subfamily), Bombyx (genus)	"SIGNAL 1..15; /evidence=""ECO:0000269|PubMed:8193154"""
Q9U943	Q9U943	3380	APLP_LOCMI	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Mandibulata (no rank), Pancrustacea (no rank), Hexapoda (subphylum), Insecta (class), Dicondylia (no rank), Pterygota (subclass), Neoptera (infraclass), Polyneoptera (cohort), Orthoptera (order), Caelifera (suborder), Acrididea (infraorder), Acridomorpha (no rank), Acridoidea (superfamily), Acrididae (family), Oedipodinae (subfamily), Locusta (genus)	"SIGNAL 1..21; /evidence=""ECO:0000269|PubMed:11056463"""
Q8MJV4	Q8MJV4	122	NPB_BOVIN	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Laurasiatheria (superorder), Artiodactyla (order), Ruminantia (suborder), Pecora (infraorder), Bovidae (family), Bovinae (subfamily), Bos (genus)	"SIGNAL 1..24; /evidence=""ECO:0000269|PubMed:12118011"""
P01830	P01830	161	THY1_RAT	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Glires (no rank), Rodentia (order), Myomorpha (suborder), Muroidea (no rank), Muridae (family), Murinae (subfamily), Rattus (genus)	"SIGNAL 1..19; /evidence=""ECO:0000269|PubMed:6118137"""
Q08334	Q08334	325	I10R2_HUMAN	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	"SIGNAL 1..19; /evidence=""ECO:0000269|PubMed:15340161"""
P31419	P31419	161	OBP2_MANSE	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Mandibulata (no rank), Pancrustacea (no rank), Hexapoda (subphylum), Insecta (class), Dicondylia (no rank), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Amphiesmenoptera (superorder), Lepidoptera (order), Glossata (suborder), Neolepidoptera (infraorder), Heteroneura (parvorder), Ditrysia (no rank), Obtectomera (no rank), Bombycoidea (superfamily), Sphingidae (family), Sphinginae (subfamily), Sphingini (tribe), Manduca (genus)	"SIGNAL 1..20; /evidence=""ECO:0000269|PubMed:2010751"""
P43497	P43497	92	CWP2_YEAST	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Saccharomyces (genus), Saccharomyces cerevisiae (species)	"SIGNAL 1..20; /evidence=""ECO:0000269|PubMed:7768807"""
P02779	P02779	91	UTER_RABIT	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Glires (no rank), Lagomorpha (order), Leporidae (family), Oryctolagus (genus)	"SIGNAL 1..21; /evidence=""ECO:0000269|PubMed:281700, ECO:0000269|PubMed:568483, ECO:0000269|PubMed:571719"""
Q13445	Q13445	227	TMED1_HUMAN	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	"SIGNAL 1..23; /evidence=""ECO:0000269|PubMed:19892738, ECO:0007744|PubMed:25944712"""
Q28173	Q28173	416	RAGE_BOVIN	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Laurasiatheria (superorder), Artiodactyla (order), Ruminantia (suborder), Pecora (infraorder), Bovidae (family), Bovinae (subfamily), Bos (genus)	"SIGNAL 1..22; /evidence=""ECO:0000269|PubMed:1321822"""
P79073	P79073	86	HYP2_HYPJE	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Hypocreaceae (family), Trichoderma (genus)	"SIGNAL 1..15; /evidence=""ECO:0000269|PubMed:9346297"""
P14661	P14661	70	CECP1_ASCSU	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Nematoda (phylum), Chromadorea (class), Rhabditida (order), Spirurina (suborder), Ascaridomorpha (infraorder), Ascaridoidea (superfamily), Ascarididae (family), Ascaris (genus)	"SIGNAL 1..13; /evidence=""ECO:0000269|PubMed:12737319, ECO:0000269|PubMed:2512577"""
P20068	P20068	169	NEUT_RAT	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Glires (no rank), Rodentia (order), Myomorpha (suborder), Muroidea (no rank), Muridae (family), Murinae (subfamily), Rattus (genus)	"SIGNAL 1..22; /evidence=""ECO:0000269|PubMed:8471039"""
P01888	P01888	118	B2MG_BOVIN	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Laurasiatheria (superorder), Artiodactyla (order), Ruminantia (suborder), Pecora (infraorder), Bovidae (family), Bovinae (subfamily), Bos (genus)	"SIGNAL 1..20; /evidence=""ECO:0000269|PubMed:6174509"""
Q07081	Q07081	464	OLFM_LITCT	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amphibia (class), Batrachia (superorder), Anura (order), Neobatrachia (suborder), Ranoidea (superfamily), Ranidae (family), Lithobates (genus)	"SIGNAL 1..16; /evidence=""ECO:0000269|PubMed:8424933, ECO:0000269|PubMed:8506313"""
Q50KB1	Q50KB1	223	SEP2_EMIHU	cellular organisms (no rank), Eukaryota (superkingdom), Haptista (no rank), Haptophyta (phylum), Prymnesiophyceae (no rank), Isochrysidales (order), Noelaerhabdaceae (family), Emiliania (genus)	"SIGNAL 1..17; /evidence=""ECO:0000269|PubMed:15743763"""
C7G3K3	C7G3K3	80	KBX2_LIOAU	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Chelicerata (subphylum), Arachnida (class), Scorpiones (order), Iurida (parvorder), Scorpionoidea (superfamily), Hemiscorpiidae (family), Liochelinae (subfamily), Liocheles (genus)	"SIGNAL 1..21; /evidence=""ECO:0000269|PubMed:19966481"""
P55083	P55083	255	MFAP4_HUMAN	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	"SIGNAL 1..21; /evidence=""ECO:0000269|PubMed:15340161"""
P19035	P19035	96	APOC3_BOVIN	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Laurasiatheria (superorder), Artiodactyla (order), Ruminantia (suborder), Pecora (infraorder), Bovidae (family), Bovinae (subfamily), Bos (genus)	"SIGNAL 1..23; /evidence=""ECO:0000269|PubMed:2209608"""
P22412	P22412	409	DPEP1_PIG	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Laurasiatheria (superorder), Artiodactyla (order), Suina (suborder), Suidae (family), Sus (genus)	"SIGNAL 1..16; /evidence=""ECO:0000269|PubMed:2137335"""
Q84V39	Q84V39	123	ALL10_OLEEU	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (no rank), Tracheophyta (no rank), Euphyllophyta (no rank), Spermatophyta (no rank), Magnoliopsida (class), Mesangiospermae (no rank), eudicotyledons (no rank), Gunneridae (no rank), Pentapetalae (no rank), asterids (no rank), lamiids (no rank), Lamiales (order), Oleaceae (family), Oleeae (tribe), Olea (genus)	"SIGNAL 1..21; /evidence=""ECO:0000269|PubMed:15004167"""
Q8X150	Q8X150	618	MNLOX_GAETR	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Sordariomycetes (class), Sordariomycetidae (subclass), Magnaporthales (order), Magnaporthaceae (family), Gaeumannomyces (genus)	"SIGNAL 1..16; /evidence=""ECO:0000269|Ref.2"""
P51688	P51688	502	SPHM_HUMAN	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	"SIGNAL 1..20; /evidence=""ECO:0000269|PubMed:7493035"""
O60721	O60721	1099	NCKX1_HUMAN	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	"SIGNAL 1..?; /note=""Not cleaved""; /evidence=""ECO:0000269|PubMed:10608890"""
P01833	P01833	764	PIGR_HUMAN	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	"SIGNAL 1..18; /evidence=""ECO:0000269|PubMed:1859628, ECO:0000269|PubMed:6526384"""
O70280	O70280	212	WFDC1_RAT	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Glires (no rank), Rodentia (order), Myomorpha (suborder), Muroidea (no rank), Muridae (family), Murinae (subfamily), Rattus (genus)	"SIGNAL 1..26; /evidence=""ECO:0000269|PubMed:7665628"""
P13385	P13385	188	TDGF1_HUMAN	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	"SIGNAL 1..30; /evidence=""ECO:0000269|PubMed:15340161"""
P0DL40	P0DL40	67	VESPI_VESMG	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Mandibulata (no rank), Pancrustacea (no rank), Hexapoda (subphylum), Insecta (class), Dicondylia (no rank), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Hymenoptera (order), Apocrita (suborder), Aculeata (infraorder), Vespoidea (superfamily), Vespidae (family), Vespinae (subfamily), Vespa (genus)	"SIGNAL 1..21; /evidence=""ECO:0000269|PubMed:21544181"""
P41543	P41543	476	OST1_YEAST	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Saccharomyces (genus), Saccharomyces cerevisiae (species)	"SIGNAL 1..22; /evidence=""ECO:0000269|PubMed:7860628, ECO:0000269|PubMed:8181570"""
Q8T0W8	Q8T0W8	65	DIAP_GASAT	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Mandibulata (no rank), Pancrustacea (no rank), Hexapoda (subphylum), Insecta (class), Dicondylia (no rank), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Coleoptera (order), Polyphaga (suborder), Cucujiformia (infraorder), Chrysomeloidea (superfamily), Chrysomelidae (family), Chrysomelinae (subfamily), Chrysomelini (tribe), Gastrophysa (genus)	"SIGNAL 1..24; /evidence=""ECO:0000269|PubMed:14706547, ECO:0000269|Ref.2"""
Q8BSU2	Q8BSU2	246	CXL16_MOUSE	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Glires (no rank), Rodentia (order), Myomorpha (suborder), Muroidea (no rank), Muridae (family), Murinae (subfamily), Mus (genus), Mus (subgenus)	"SIGNAL 1..26; /evidence=""ECO:0000269|PubMed:11017100"""
Q29486	Q29486	524	PPBT_FELCA	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Laurasiatheria (superorder), Carnivora (order), Feliformia (suborder), Felidae (family), Felinae (subfamily), Felis (genus)	"SIGNAL 1..17; /evidence=""ECO:0000269|PubMed:7574682"""
P04937	P04937	2477	FINC_RAT	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Glires (no rank), Rodentia (order), Myomorpha (suborder), Muroidea (no rank), Muridae (family), Murinae (subfamily), Rattus (genus)	"SIGNAL 1..24; /evidence=""ECO:0000269|PubMed:26479776"""
Q25055	Q25055	104	HOL3_HOLDI	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Mandibulata (no rank), Pancrustacea (no rank), Hexapoda (subphylum), Insecta (class), Dicondylia (no rank), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Coleoptera (order), Polyphaga (suborder), Scarabaeiformia (infraorder), Scarabaeoidea (superfamily), Scarabaeidae (family), Melolonthinae (subfamily), Holotrichia (genus)	"SIGNAL 1..20; /evidence=""ECO:0000269|PubMed:8535393"""
P0C8E7	P0C8E7	114	EVA1_RHISA	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Chelicerata (subphylum), Arachnida (class), Acari (subclass), Parasitiformes (superorder), Ixodida (order), Ixodoidea (superfamily), Ixodidae (family), Rhipicephalinae (subfamily), Rhipicephalus (genus), Rhipicephalus (subgenus), Rhipicephalus sanguineus group (no rank)	"SIGNAL 1..20; /evidence=""ECO:0000269|PubMed:17640866"""
B8JLQ9	B8JLQ9	363	CBPO_DANRE	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (no rank), Clupeocephala (no rank), Otomorpha (cohort), Ostariophysi (subcohort), Otophysi (no rank), Cypriniphysae (superorder), Cypriniformes (order), Cyprinoidei (suborder), Danionidae (family), Danioninae (subfamily), Danio (genus)	"SIGNAL 1..24; /evidence=""ECO:0000269|PubMed:21921028"""
P22301	P22301	178	IL10_HUMAN	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Mammalia (class), Theria (no rank), Eutheria (no rank), Boreoeutheria (no rank), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	"SIGNAL 1..18; /evidence=""ECO:0000269|PubMed:15340161"""
